"_id","_index","_score","_type","acceleration","batteryPercentage","cyclicCount","instanceId","nearest","timestamp"
"1625142615995-00003afc","diract-proximity",,"_doc","['-0.375','-0.562','-0.875']",87,6,"00003afc","[{'instanceId':'00000059','rssi':-66},{'instanceId':'0000004e','rssi':-72}]","Jul 1, 2021 @ 08:30:15"
"1625142614615-00003afc","diract-proximity",,"_doc","['-0.375','-0.562','-0.875']",87,5,"00003afc","[{'instanceId':'00000059','rssi':-67},{'instanceId':'00000060','rssi':-73}]","Jul 1, 2021 @ 08:30:14"
"1625142613211-00003afc","diract-proximity",,"_doc","['-0.375','-0.562','-0.875']",87,4,"00003afc","[{'instanceId':'00000058','rssi':-66},{'instanceId':'00000059','rssi':-68},{'instanceId':'0000004e','rssi':-71}]","Jul 1, 2021 @ 08:30:13"
"1625142611844-00003afc","diract-proximity",,"_doc","['-0.375','-0.562','-0.812']",87,3,"00003afc","[{'instanceId':'00000059','rssi':-65},{'instanceId':'00000060','rssi':-73}]","Jul 1, 2021 @ 08:30:11"
"1625142610439-00003afc","diract-proximity",,"_doc","['-0.375','-0.562','-0.875']",87,2,"00003afc","[{'instanceId':'00000060','rssi':-68},{'instanceId':'00000059','rssi':-70},{'instanceId':'0000004e','rssi':-71}]","Jul 1, 2021 @ 08:30:10"
"1625142609051-00003afc","diract-proximity",,"_doc","['-0.312','-0.5','-0.875']",87,1,"00003afc","[{'instanceId':'00000059','rssi':-68},{'instanceId':'00000060','rssi':-70}]","Jul 1, 2021 @ 08:30:09"
"1625142607659-00003afc","diract-proximity",,"_doc","['-0.375','-0.562','-0.875']",87,0,"00003afc","[{'instanceId':'00000060','rssi':-71},{'instanceId':'00000059','rssi':-72}]","Jul 1, 2021 @ 08:30:07"
"1625142606260-00003afc","diract-proximity",,"_doc","['-0.312','-0.562','-0.875']",87,7,"00003afc","[{'instanceId':'00000060','rssi':-70},{'instanceId':'0000004e','rssi':-71},{'instanceId':'00000059','rssi':-74}]","Jul 1, 2021 @ 08:30:06"
"1625142604863-00003afc","diract-proximity",,"_doc","['-0.312','-0.437','-0.875']",87,6,"00003afc","[{'instanceId':'00000058','rssi':-67},{'instanceId':'00000060','rssi':-71},{'instanceId':'00000059','rssi':-73}]","Jul 1, 2021 @ 08:30:04"
"1625142603074-00003afc","diract-proximity",,"_doc","['-0.312','-0.5','-0.875']",87,5,"00003afc","[{'instanceId':'00000058','rssi':-70},{'instanceId':'00000060','rssi':-73},{'instanceId':'0000004e','rssi':-73}]","Jul 1, 2021 @ 08:30:03"
