"rssi","time (second)","trial","distance"
-70,-0.0,1,5.5
-69,1.0,1,5.5
-74,2.0,1,5.5
-68,4.0,1,5.5
-68,5.0,1,5.5
-68,8.0,1,5.5
-75,10.0,1,5.5
-75,11.0,1,5.5
-74,14.0,1,5.5
-75,15.0,1,5.5
-68,16.0,1,5.5
-74,18.0,1,5.5
-75,19.0,1,5.5
-68,20.0,1,5.5
-75,22.0,1,5.5
-75,23.0,1,5.5
-68,25.0,1,5.5
-75,27.0,1,5.5
-68,29.0,1,5.5
-74,30.0,1,5.5
-74,31.0,1,5.5
-68,33.0,1,5.5
-74,34.0,1,5.5
-75,36.0,1,5.5
-68,37.0,1,5.5
-75,38.0,1,5.5
-75,40.0,1,5.5
-75,41.0,1,5.5
-68,44.0,1,5.5
-68,45.0,1,5.5
-74,47.0,1,5.5
-68,48.0,1,5.5
-68,49.0,1,5.5
-74,51.0,1,5.5
-68,52.0,1,5.5
-68,53.0,1,5.5
-69,55.0,1,5.5
-69,60.0,1,5.5
-75,62.0,1,5.5
-75,66.0,1,5.5
-75,67.0,1,5.5
-69,69.0,1,5.5
-69,70.0,1,5.5
-68,71.0,1,5.5
-68,73.0,1,5.5
-68,74.0,1,5.5
-68,77.0,1,5.5
-68,81.0,1,5.5
-75,82.0,1,5.5
-68,84.0,1,5.5
-68,85.0,1,5.5
-68,87.0,1,5.5
-68,88.0,1,5.5
-74,89.0,1,5.5
-75,92.0,1,5.5
-74,93.0,1,5.5
-74,98.0,1,5.5
-68,100.0,1,5.5
-73,102.0,1,5.5
-68,103.0,1,5.5
-70,105.0,1,5.5
-74,106.0,1,5.5
-69,108.0,1,5.5
-73,109.0,1,5.5
-73,112.0,1,5.5
-69,113.0,1,5.5
-69,116.0,1,5.5
-69,118.0,1,5.5
-74,119.0,1,5.5
-73,-0.0,2,5.5
-68,1.0,2,5.5
-73,2.0,2,5.5
-68,4.0,2,5.5
-68,6.0,2,5.5
-73,7.0,2,5.5
-69,9.0,2,5.5
-68,10.0,2,5.5
-73,12.0,2,5.5
-70,13.0,2,5.5
-72,18.0,2,5.5
-74,19.0,2,5.5
-70,21.0,2,5.5
-72,22.0,2,5.5
-74,24.0,2,5.5
-70,25.0,2,5.5
-73,26.0,2,5.5
-74,28.0,2,5.5
-70,30.0,2,5.5
-73,31.0,2,5.5
-73,33.0,2,5.5
-72,34.0,2,5.5
-73,35.0,2,5.5
-70,37.0,2,5.5
-73,39.0,2,5.5
-73,40.0,2,5.5
-73,42.0,2,5.5
-73,44.0,2,5.5
-70,46.0,2,5.5
-73,47.0,2,5.5
-69,49.0,2,5.5
-70,50.0,2,5.5
-73,51.0,2,5.5
-69,53.0,2,5.5
-72,56.0,2,5.5
-69,57.0,2,5.5
-69,59.0,2,5.5
-73,60.0,2,5.5
-73,62.0,2,5.5
-72,63.0,2,5.5
-69,66.0,2,5.5
-72,68.0,2,5.5
-73,72.0,2,5.5
-68,74.0,2,5.5
-74,75.0,2,5.5
-69,77.0,2,5.5
-73,79.0,2,5.5
-73,80.0,2,5.5
-68,81.0,2,5.5
-73,83.0,2,5.5
-73,84.0,2,5.5
-68,86.0,2,5.5
-73,87.0,2,5.5
-73,88.0,2,5.5
-68,90.0,2,5.5
-73,91.0,2,5.5
-73,95.0,2,5.5
-68,96.0,2,5.5
-67,98.0,2,5.5
-73,99.0,2,5.5
-67,101.0,2,5.5
-68,103.0,2,5.5
-68,106.0,2,5.5
-74,108.0,2,5.5
-69,109.0,2,5.5
-69,110.0,2,5.5
-73,112.0,2,5.5
-69,113.0,2,5.5
-69,114.0,2,5.5
-73,116.0,2,5.5
-69,117.0,2,5.5
-75,-0.0,3,5.5
-75,2.0,3,5.5
-75,6.0,3,5.5
-75,9.0,3,5.5
-75,10.0,3,5.5
-75,13.0,3,5.5
-74,22.0,3,5.5
-75,25.0,3,5.5
-74,27.0,3,5.5
-75,29.0,3,5.5
-75,31.0,3,5.5
-75,33.0,3,5.5
-75,45.0,3,5.5
-75,58.0,3,5.5
-74,60.0,3,5.5
-74,69.0,3,5.5
-74,70.0,3,5.5
-75,77.0,3,5.5
-75,79.0,3,5.5
-75,80.0,3,5.5
-75,81.0,3,5.5
-74,84.0,3,5.5
-74,86.0,3,5.5
-73,107.0,3,5.5
-74,109.0,3,5.5
-70,112.0,3,5.5
-72,115.0,3,5.5
-73,117.0,3,5.5
