"rssi","time (second)","trial","distance"
-62,-0.0,1,1.25
-63,1.0,1,1.25
-63,2.0,1,1.25
-63,4.0,1,1.25
-63,5.0,1,1.25
-63,6.0,1,1.25
-63,8.0,1,1.25
-63,9.0,1,1.25
-62,11.0,1,1.25
-63,12.0,1,1.25
-63,14.0,1,1.25
-62,15.0,1,1.25
-64,18.0,1,1.25
-62,19.0,1,1.25
-65,20.0,1,1.25
-63,22.0,1,1.25
-63,23.0,1,1.25
-61,25.0,1,1.25
-63,26.0,1,1.25
-65,27.0,1,1.25
-64,29.0,1,1.25
-63,30.0,1,1.25
-63,31.0,1,1.25
-61,33.0,1,1.25
-63,34.0,1,1.25
-62,35.0,1,1.25
-63,37.0,1,1.25
-63,38.0,1,1.25
-64,40.0,1,1.25
-63,41.0,1,1.25
-63,42.0,1,1.25
-61,44.0,1,1.25
-61,45.0,1,1.25
-63,47.0,1,1.25
-65,49.0,1,1.25
-63,51.0,1,1.25
-63,52.0,1,1.25
-63,53.0,1,1.25
-63,55.0,1,1.25
-62,56.0,1,1.25
-63,58.0,1,1.25
-62,59.0,1,1.25
-62,60.0,1,1.25
-63,62.0,1,1.25
-63,63.0,1,1.25
-64,65.0,1,1.25
-64,66.0,1,1.25
-64,67.0,1,1.25
-63,68.0,1,1.25
-63,70.0,1,1.25
-61,71.0,1,1.25
-63,73.0,1,1.25
-63,74.0,1,1.25
-62,76.0,1,1.25
-62,77.0,1,1.25
-63,78.0,1,1.25
-63,80.0,1,1.25
-61,81.0,1,1.25
-63,82.0,1,1.25
-64,84.0,1,1.25
-69,85.0,1,1.25
-63,87.0,1,1.25
-65,88.0,1,1.25
-64,90.0,1,1.25
-63,92.0,1,1.25
-64,94.0,1,1.25
-63,96.0,1,1.25
-62,97.0,1,1.25
-63,98.0,1,1.25
-63,100.0,1,1.25
-63,101.0,1,1.25
-63,104.0,1,1.25
-66,106.0,1,1.25
-63,107.0,1,1.25
-64,109.0,1,1.25
-63,110.0,1,1.25
-63,111.0,1,1.25
-63,113.0,1,1.25
-63,114.0,1,1.25
