"rssi","time (second)","trial","distance"
-33,-0.0,1,0.0
-33,2.0,1,0.0
-33,5.0,1,0.0
-35,6.0,1,0.0
-35,8.0,1,0.0
-33,9.0,1,0.0
-33,11.0,1,0.0
-33,12.0,1,0.0
-33,14.0,1,0.0
-33,15.0,1,0.0
-33,16.0,1,0.0
-33,17.0,1,0.0
-34,19.0,1,0.0
-33,20.0,1,0.0
-33,22.0,1,0.0
-33,23.0,1,0.0
-33,25.0,1,0.0
-32,26.0,1,0.0
-34,27.0,1,0.0
-33,29.0,1,0.0
-32,30.0,1,0.0
-34,31.0,1,0.0
-33,33.0,1,0.0
-32,34.0,1,0.0
-32,36.0,1,0.0
-33,37.0,1,0.0
-32,38.0,1,0.0
-34,40.0,1,0.0
-33,41.0,1,0.0
-34,43.0,1,0.0
-32,46.0,1,0.0
-33,49.0,1,0.0
-32,50.0,1,0.0
-33,52.0,1,0.0
-32,53.0,1,0.0
-33,55.0,1,0.0
-33,56.0,1,0.0
-32,58.0,1,0.0
-35,59.0,1,0.0
-32,60.0,1,0.0
-32,62.0,1,0.0
-32,63.0,1,0.0
-32,65.0,1,0.0
-32,66.0,1,0.0
-32,67.0,1,0.0
-32,68.0,1,0.0
-32,73.0,1,0.0
-33,75.0,1,0.0
-32,76.0,1,0.0
-33,79.0,1,0.0
-33,80.0,1,0.0
-32,81.0,1,0.0
-33,85.0,1,0.0
-33,86.0,1,0.0
-32,89.0,1,0.0
-32,90.0,1,0.0
-31,92.0,1,0.0
-31,93.0,1,0.0
-32,95.0,1,0.0
-34,96.0,1,0.0
-33,98.0,1,0.0
-33,101.0,1,0.0
-32,102.0,1,0.0
-33,103.0,1,0.0
-33,104.0,1,0.0
-33,106.0,1,0.0
-32,107.0,1,0.0
-33,109.0,1,0.0
-34,111.0,1,0.0
-33,112.0,1,0.0
-32,114.0,1,0.0
-34,115.0,1,0.0
-33,117.0,1,0.0
-32,119.0,1,0.0
-34,-0.0,2,0.0
-35,1.0,2,0.0
-33,2.0,2,0.0
-33,4.0,2,0.0
-34,5.0,2,0.0
-32,6.0,2,0.0
-34,9.0,2,0.0
-34,11.0,2,0.0
-34,12.0,2,0.0
-34,13.0,2,0.0
-34,15.0,2,0.0
-34,17.0,2,0.0
-34,18.0,2,0.0
-34,20.0,2,0.0
-34,21.0,2,0.0
-33,23.0,2,0.0
-33,24.0,2,0.0
-34,26.0,2,0.0
-33,27.0,2,0.0
-33,29.0,2,0.0
-33,30.0,2,0.0
-36,32.0,2,0.0
-34,33.0,2,0.0
-35,34.0,2,0.0
-33,36.0,2,0.0
-34,37.0,2,0.0
