"rssi","time (second)","trial","distance"
-59,-0.0,1,0.75
-57,1.0,1,0.75
-58,3.0,1,0.75
-55,4.0,1,0.75
-56,6.0,1,0.75
-56,7.0,1,0.75
-55,8.0,1,0.75
-58,10.0,1,0.75
-57,13.0,1,0.75
-54,14.0,1,0.75
-59,16.0,1,0.75
-57,17.0,1,0.75
-55,18.0,1,0.75
-58,20.0,1,0.75
-57,21.0,1,0.75
-55,23.0,1,0.75
-58,26.0,1,0.75
-59,28.0,1,0.75
-55,29.0,1,0.75
-58,30.0,1,0.75
-58,32.0,1,0.75
-55,33.0,1,0.75
-59,34.0,1,0.75
-58,36.0,1,0.75
-57,37.0,1,0.75
-58,39.0,1,0.75
-58,44.0,1,0.75
-57,46.0,1,0.75
-58,47.0,1,0.75
-58,48.0,1,0.75
-56,50.0,1,0.75
-59,52.0,1,0.75
-55,54.0,1,0.75
-58,55.0,1,0.75
-55,57.0,1,0.75
-55,58.0,1,0.75
-58,59.0,1,0.75
-55,61.0,1,0.75
-56,62.0,1,0.75
-58,63.0,1,0.75
-56,65.0,1,0.75
-56,66.0,1,0.75
-58,68.0,1,0.75
-55,69.0,1,0.75
-55,70.0,1,0.75
-58,72.0,1,0.75
-55,73.0,1,0.75
-57,74.0,1,0.75
-58,76.0,1,0.75
-57,77.0,1,0.75
-58,79.0,1,0.75
-59,80.0,1,0.75
-56,82.0,1,0.75
-57,83.0,1,0.75
-57,85.0,1,0.75
-56,86.0,1,0.75
-56,88.0,1,0.75
-58,90.0,1,0.75
-55,91.0,1,0.75
-58,92.0,1,0.75
-57,94.0,1,0.75
-57,95.0,1,0.75
-58,96.0,1,0.75
-58,98.0,1,0.75
-55,99.0,1,0.75
-59,100.0,1,0.75
-56,102.0,1,0.75
-59,103.0,1,0.75
-59,105.0,1,0.75
-55,106.0,1,0.75
-55,108.0,1,0.75
-55,109.0,1,0.75
-55,110.0,1,0.75
-59,112.0,1,0.75
-58,113.0,1,0.75
-55,114.0,1,0.75
-58,116.0,1,0.75
-57,117.0,1,0.75
-57,119.0,1,0.75
-58,120.0,1,0.75
-58,-0.0,2,0.75
-58,2.0,2,0.75
-55,3.0,2,0.75
-57,5.0,2,0.75
