"rssi","time (second)","trial","distance"
-67,-0.0,1,4.0
-65,1.0,1,4.0
-67,2.0,1,4.0
-67,4.0,1,4.0
-67,5.0,1,4.0
-66,7.0,1,4.0
-67,9.0,1,4.0
-67,11.0,1,4.0
-67,12.0,1,4.0
-68,13.0,1,4.0
-67,15.0,1,4.0
-67,16.0,1,4.0
-66,17.0,1,4.0
-68,19.0,1,4.0
-66,20.0,1,4.0
-66,22.0,1,4.0
-67,23.0,1,4.0
-66,24.0,1,4.0
-67,26.0,1,4.0
-66,27.0,1,4.0
-68,28.0,1,4.0
-67,30.0,1,4.0
-66,31.0,1,4.0
-66,33.0,1,4.0
-67,34.0,1,4.0
-66,35.0,1,4.0
-66,37.0,1,4.0
-66,38.0,1,4.0
-66,39.0,1,4.0
-67,41.0,1,4.0
-67,42.0,1,4.0
-65,44.0,1,4.0
-65,45.0,1,4.0
-67,46.0,1,4.0
-67,48.0,1,4.0
-65,49.0,1,4.0
-67,50.0,1,4.0
-65,52.0,1,4.0
-67,55.0,1,4.0
-66,56.0,1,4.0
-66,57.0,1,4.0
-67,59.0,1,4.0
-66,60.0,1,4.0
-67,61.0,1,4.0
-67,63.0,1,4.0
-67,64.0,1,4.0
-67,66.0,1,4.0
-67,67.0,1,4.0
-67,68.0,1,4.0
-67,70.0,1,4.0
-67,71.0,1,4.0
-67,73.0,1,4.0
-67,75.0,1,4.0
-66,76.0,1,4.0
-66,78.0,1,4.0
-67,79.0,1,4.0
-67,81.0,1,4.0
-66,82.0,1,4.0
-67,83.0,1,4.0
-66,85.0,1,4.0
-66,86.0,1,4.0
-67,88.0,1,4.0
-67,89.0,1,4.0
-67,90.0,1,4.0
-66,92.0,1,4.0
-65,93.0,1,4.0
-67,95.0,1,4.0
-66,96.0,1,4.0
-66,97.0,1,4.0
-66,99.0,1,4.0
-66,100.0,1,4.0
-68,101.0,1,4.0
-67,103.0,1,4.0
-65,104.0,1,4.0
-65,106.0,1,4.0
-67,107.0,1,4.0
-65,109.0,1,4.0
-64,110.0,1,4.0
-67,112.0,1,4.0
-65,113.0,1,4.0
-67,114.0,1,4.0
-66,116.0,1,4.0
-66,117.0,1,4.0
-68,118.0,1,4.0
-67,120.0,1,4.0
-66,-0.0,2,4.0
-67,3.0,2,4.0
-66,4.0,2,4.0
-67,6.0,2,4.0
-66,7.0,2,4.0
-66,8.0,2,4.0
-65,10.0,2,4.0
-67,11.0,2,4.0
-65,12.0,2,4.0
-65,14.0,2,4.0
-66,15.0,2,4.0
-66,17.0,2,4.0
-63,18.0,2,4.0
-67,20.0,2,4.0
-66,21.0,2,4.0
-65,23.0,2,4.0
-66,24.0,2,4.0
-65,25.0,2,4.0
-66,27.0,2,4.0
-65,29.0,2,4.0
-65,30.0,2,4.0
-67,31.0,2,4.0
-66,33.0,2,4.0
-65,34.0,2,4.0
-67,35.0,2,4.0
-65,37.0,2,4.0
-65,38.0,2,4.0
-67,40.0,2,4.0
-67,41.0,2,4.0
-65,42.0,2,4.0
-65,44.0,2,4.0
-65,45.0,2,4.0
-63,46.0,2,4.0
-65,48.0,2,4.0
-65,50.0,2,4.0
-66,51.0,2,4.0
-65,54.0,2,4.0
-66,56.0,2,4.0
-66,57.0,2,4.0
-65,58.0,2,4.0
-65,61.0,2,4.0
-66,63.0,2,4.0
-66,64.0,2,4.0
-65,66.0,2,4.0
-65,67.0,2,4.0
-65,69.0,2,4.0
-66,70.0,2,4.0
-66,72.0,2,4.0
-67,73.0,2,4.0
-65,74.0,2,4.0
-66,76.0,2,4.0
