"rssi","time (second)","trial","distance"
-70,-0.0,1,4.25
-69,1.0,1,4.25
-70,3.0,1,4.25
-70,4.0,1,4.25
-70,6.0,1,4.25
-70,7.0,1,4.25
-70,9.0,1,4.25
-70,11.0,1,4.25
-69,14.0,1,4.25
-70,15.0,1,4.25
-68,16.0,1,4.25
-70,18.0,1,4.25
-70,20.0,1,4.25
-70,21.0,1,4.25
-71,22.0,1,4.25
-69,25.0,1,4.25
-69,26.0,1,4.25
-69,28.0,1,4.25
-69,29.0,1,4.25
-68,32.0,1,4.25
-69,34.0,1,4.25
-69,36.0,1,4.25
-69,37.0,1,4.25
-69,38.0,1,4.25
-69,40.0,1,4.25
-69,43.0,1,4.25
-69,44.0,1,4.25
-69,45.0,1,4.25
-69,47.0,1,4.25
-70,48.0,1,4.25
-69,49.0,1,4.25
-69,51.0,1,4.25
-70,52.0,1,4.25
-69,54.0,1,4.25
-69,55.0,1,4.25
-69,56.0,1,4.25
-69,58.0,1,4.25
-69,59.0,1,4.25
-69,60.0,1,4.25
-69,62.0,1,4.25
-71,63.0,1,4.25
-69,64.0,1,4.25
-69,66.0,1,4.25
-70,67.0,1,4.25
-69,69.0,1,4.25
-69,70.0,1,4.25
-70,71.0,1,4.25
-69,73.0,1,4.25
-68,74.0,1,4.25
-69,76.0,1,4.25
-68,78.0,1,4.25
-70,80.0,1,4.25
-68,83.0,1,4.25
-70,84.0,1,4.25
-68,85.0,1,4.25
-68,87.0,1,4.25
-70,88.0,1,4.25
-68,89.0,1,4.25
-69,91.0,1,4.25
-69,92.0,1,4.25
-68,94.0,1,4.25
-69,95.0,1,4.25
-69,96.0,1,4.25
-68,98.0,1,4.25
-68,99.0,1,4.25
-69,100.0,1,4.25
-69,102.0,1,4.25
-69,103.0,1,4.25
-69,105.0,1,4.25
-69,106.0,1,4.25
-69,107.0,1,4.25
-69,109.0,1,4.25
-69,110.0,1,4.25
-69,111.0,1,4.25
-70,113.0,1,4.25
-68,114.0,1,4.25
-70,116.0,1,4.25
-69,117.0,1,4.25
-69,118.0,1,4.25
-68,-0.0,2,4.25
-69,2.0,2,4.25
-68,3.0,2,4.25
-68,5.0,2,4.25
-71,6.0,2,4.25
-69,8.0,2,4.25
-69,9.0,2,4.25
-69,10.0,2,4.25
-69,12.0,2,4.25
-69,13.0,2,4.25
-69,15.0,2,4.25
-69,16.0,2,4.25
-69,18.0,2,4.25
-69,19.0,2,4.25
-70,21.0,2,4.25
-68,22.0,2,4.25
-67,25.0,2,4.25
-66,29.0,2,4.25
-69,30.0,2,4.25
-69,32.0,2,4.25
-67,34.0,2,4.25
-71,35.0,2,4.25
-67,37.0,2,4.25
-67,38.0,2,4.25
-72,39.0,2,4.25
-68,41.0,2,4.25
-67,42.0,2,4.25
-72,43.0,2,4.25
-68,45.0,2,4.25
