"_id","_index","_score","_type","acceleration","batteryPercentage","cyclicCount","instanceId","nearest","timestamp"
"1629900372247-0000a7c0","diract-proximity",,"_doc","['-1','0.25','0.063']",78,7,"0000a7c0","[{'instanceId':'00000058','rssi':-59},{'instanceId':'00000060','rssi':-64},{'instanceId':'00000061','rssi':-66}]","Aug 25, 2021 @ 10:06:11"
"1629900370609-00003afc","diract-proximity",,"_doc","['-0.5','-0.75','-0.062']",78,7,"00003afc","[{'instanceId':'00000058','rssi':-59},{'instanceId':'00000060','rssi':-66},{'instanceId':'0000004d','rssi':-68}]","Aug 25, 2021 @ 10:06:09"
"1629900370407-0000a7c0","diract-proximity",,"_doc","['-0.937','0.5','-0.125']",78,3,"0000a7c0","[{'instanceId':'00000058','rssi':-66},{'instanceId':'0000004d','rssi':-66},{'instanceId':'00000060','rssi':-69}]","Aug 25, 2021 @ 10:06:09"
"1629900369177-00003afc","diract-proximity",,"_doc","['-0.812','-0.625','-0.437']",78,4,"00003afc","[{'instanceId':'00000058','rssi':-58},{'instanceId':'0000004d','rssi':-59},{'instanceId':'00000060','rssi':-61}]","Aug 25, 2021 @ 10:06:08"
"1629900368888-0000a7c0","diract-proximity",,"_doc","['-0.875','0.5','-0.125']",78,2,"0000a7c0","[{'instanceId':'00000058','rssi':-65},{'instanceId':'0000004d','rssi':-66},{'instanceId':'00000061','rssi':-70}]","Aug 25, 2021 @ 10:06:07"
"1629900367629-00003afc","diract-proximity",,"_doc","['-0.75','-0.625','-0.437']",78,3,"00003afc","[{'instanceId':'00000058','rssi':-59},{'instanceId':'00000060','rssi':-62},{'instanceId':'0000004d','rssi':-63}]","Aug 25, 2021 @ 10:06:06"
"1629900366486-0000a7c0","diract-proximity",,"_doc","['-0.875','0.5','-0.125']",78,1,"0000a7c0","[{'instanceId':'00000058','rssi':-66},{'instanceId':'0000004d','rssi':-67},{'instanceId':'00000061','rssi':-68}]","Aug 25, 2021 @ 10:06:05"
"1629900366214-00003afc","diract-proximity",,"_doc","['-0.75','-0.625','-0.437']",78,2,"00003afc","[{'instanceId':'00000058','rssi':-58},{'instanceId':'00000060','rssi':-62},{'instanceId':'0000004d','rssi':-65}]","Aug 25, 2021 @ 10:06:05"
"1629900364874-00003afc","diract-proximity",,"_doc","['-0.75','-0.625','-0.437']",78,0,"00003afc","[{'instanceId':'0000004d','rssi':-62},{'instanceId':'00000058','rssi':-63},{'instanceId':'00000060','rssi':-65}]","Aug 25, 2021 @ 10:06:03"
"1629900364675-0000a7c0","diract-proximity",,"_doc","['-0.875','0.438','-0.187']",78,7,"0000a7c0","[{'instanceId':'0000004d','rssi':-66},{'instanceId':'00000058','rssi':-66},{'instanceId':'00000060','rssi':-70}]","Aug 25, 2021 @ 10:06:03"
"1629900362998-00003afc","diract-proximity",,"_doc","['-0.75','-0.625','-0.375']",78,7,"00003afc","[{'instanceId':'0000004d','rssi':-62},{'instanceId':'00000060','rssi':-63},{'instanceId':'00000058','rssi':-63}]","Aug 25, 2021 @ 10:06:01"
"1629900362419-0000a7c0","diract-proximity",,"_doc","['-0.875','0.438','-0.187']",78,6,"0000a7c0","[{'instanceId':'0000004d','rssi':-66},{'instanceId':'00000058','rssi':-66},{'instanceId':'00000061','rssi':-68}]","Aug 25, 2021 @ 10:06:01"
"1629900361018-00003afc","diract-proximity",,"_doc","['-0.75','-0.625','-0.5']",78,6,"00003afc","[{'instanceId':'00000060','rssi':-62},{'instanceId':'0000004d','rssi':-62},{'instanceId':'00000058','rssi':-63}]","Aug 25, 2021 @ 10:06:00"
"1629900360986-0000a7c0","diract-proximity",,"_doc","['-0.875','0.438','-0.187']",78,6,"0000a7c0","[{'instanceId':'0000004d','rssi':-66},{'instanceId':'00000058','rssi':-66},{'instanceId':'00000061','rssi':-68}]","Aug 25, 2021 @ 10:05:59"
"1629900359757-00003afc","diract-proximity",,"_doc","['-0.75','-0.562','-0.5']",78,5,"00003afc","[{'instanceId':'00000058','rssi':-61},{'instanceId':'0000004d','rssi':-62},{'instanceId':'0000004e','rssi':-67}]","Aug 25, 2021 @ 10:05:58"
"1629900359459-0000a7c0","diract-proximity",,"_doc","['-0.875','0.5','-0.187']",78,4,"0000a7c0","[{'instanceId':'00000059','rssi':-67},{'instanceId':'0000004d','rssi':-68},{'instanceId':'00000061','rssi':-70}]","Aug 25, 2021 @ 10:05:58"
"1629900358273-0000a7c0","diract-proximity",,"_doc","['-0.875','0.5','-0.187']",78,4,"0000a7c0","[{'instanceId':'00000059','rssi':-67},{'instanceId':'0000004d','rssi':-68},{'instanceId':'00000061','rssi':-70}]","Aug 25, 2021 @ 10:05:57"
"1629900357799-00003afc","diract-proximity",,"_doc","['-0.812','-0.625','-0.375']",78,4,"00003afc","[{'instanceId':'0000004d','rssi':-61},{'instanceId':'00000058','rssi':-63},{'instanceId':'00000060','rssi':-65}]","Aug 25, 2021 @ 10:05:56"
"1629900355996-00003afc","diract-proximity",,"_doc","['-1','-0.375','-0.25']",78,3,"00003afc","[{'instanceId':'00000058','rssi':-57},{'instanceId':'00000060','rssi':-64},{'instanceId':'0000004d','rssi':-66}]","Aug 25, 2021 @ 10:05:54"
"1629900355842-0000a7c0","diract-proximity",,"_doc","['-0.937','0.25','0.25']",78,1,"0000a7c0","[{'instanceId':'00000060','rssi':-63},{'instanceId':'00000058','rssi':-64},{'instanceId':'0000004e','rssi':-67}]","Aug 25, 2021 @ 10:05:54"
"1629900354187-00003afc","diract-proximity",,"_doc","['-0.812','-0.687','0']",78,1,"00003afc","[{'instanceId':'00000060','rssi':-61},{'instanceId':'00000058','rssi':-63},{'instanceId':'00000061','rssi':-67}]","Aug 25, 2021 @ 10:05:53"
"1629900352777-00003afc","diract-proximity",,"_doc","['-0.812','-0.687','0.063']",79,0,"00003afc","[{'instanceId':'00000060','rssi':-62},{'instanceId':'00000059','rssi':-65},{'instanceId':'00000058','rssi':-66}]","Aug 25, 2021 @ 10:05:51"
"1629900352180-0000a7c0","diract-proximity",,"_doc","['-0.937','0.25','0.313']",79,7,"0000a7c0","[{'instanceId':'00000061','rssi':-66},{'instanceId':'00000060','rssi':-68},{'instanceId':'0000004e','rssi':-69}]","Aug 25, 2021 @ 10:05:51"
"1629900350948-00003afc","diract-proximity",,"_doc","['-0.875','-0.562','-0.25']",79,6,"00003afc","[{'instanceId':'0000004d','rssi':-58},{'instanceId':'00000058','rssi':-60},{'instanceId':'00000060','rssi':-63}]","Aug 25, 2021 @ 10:05:49"
"1629900350229-0000a7c0","diract-proximity",,"_doc","['-0.937','0.313','0.188']",79,6,"0000a7c0","[{'instanceId':'0000004e','rssi':-68},{'instanceId':'00000059','rssi':-68},{'instanceId':'00000061','rssi':-68}]","Aug 25, 2021 @ 10:05:49"
"1629900348836-0000a7c0","diract-proximity",,"_doc","['-0.875','-0.125','-0.25']",79,4,"0000a7c0","[{'instanceId':'00000060','rssi':-66},{'instanceId':'00000059','rssi':-68},{'instanceId':'0000004e','rssi':-70}]","Aug 25, 2021 @ 10:05:47"
"1629900348390-00003afc","diract-proximity",,"_doc","['-0.812','-0.687','0.25']",79,5,"00003afc","[{'instanceId':'00000058','rssi':-63},{'instanceId':'00000059','rssi':-63},{'instanceId':'00000061','rssi':-66}]","Aug 25, 2021 @ 10:05:47"
"1629900347027-0000a7c0","diract-proximity",,"_doc","['-1','0.125','0.125']",79,3,"0000a7c0","[{'instanceId':'0000004e','rssi':-65},{'instanceId':'00000059','rssi':-67},{'instanceId':'00000061','rssi':-67}]","Aug 25, 2021 @ 10:05:46"
"1629900346990-00003afc","diract-proximity",,"_doc","['-0.812','-0.687','0.063']",79,4,"00003afc","[{'instanceId':'00000059','rssi':-47},{'instanceId':'00000058','rssi':-67},{'instanceId':'0000004d','rssi':-69}]","Aug 25, 2021 @ 10:05:45"
"1629900345447-0000a7c0","diract-proximity",,"_doc","['-1','0.125','0.125']",79,3,"0000a7c0","[{'instanceId':'0000004e','rssi':-65},{'instanceId':'00000059','rssi':-67},{'instanceId':'00000061','rssi':-67}]","Aug 25, 2021 @ 10:05:44"
"1629900344189-0000a7c0","diract-proximity",,"_doc","['-1','0.188','0.188']",79,1,"0000a7c0","[{'instanceId':'00000061','rssi':-62},{'instanceId':'00000059','rssi':-68},{'instanceId':'0000004e','rssi':-69}]","Aug 25, 2021 @ 10:05:43"
"1629900343783-00003afc","diract-proximity",,"_doc","['-0.812','-0.625','0.063']",79,2,"00003afc","[{'instanceId':'00000059','rssi':-48},{'instanceId':'0000004d','rssi':-67},{'instanceId':'00000061','rssi':-67}]","Aug 25, 2021 @ 10:05:42"
"1629900342969-0000a7c0","diract-proximity",,"_doc","['-0.937','0.188','0.25']",79,0,"0000a7c0","[{'instanceId':'0000004e','rssi':-66},{'instanceId':'00000061','rssi':-66},{'instanceId':'00000059','rssi':-67}]","Aug 25, 2021 @ 10:05:41"
