"_id","_index","_score","_type","acceleration","batteryPercentage","cyclicCount","instanceId","nearest","timestamp"
"1625319958336-00003afc","diract-proximity",,"_doc","['-0.062','-0.062','0.938']",81,5,"00003afc","[{'instanceId':'00000058','rssi':-64},{'instanceId':'00000059','rssi':-70},{'instanceId':'0000004d','rssi':-71}]","Jul 3, 2021 @ 09:45:58"
"1625319957019-00003afc","diract-proximity",,"_doc","['0.813','0.563','-0.312']",81,4,"00003afc","[{'instanceId':'00000059','rssi':-69},{'instanceId':'00000058','rssi':-70},{'instanceId':'00000060','rssi':-71}]","Jul 3, 2021 @ 09:45:57"
"1625319767722-00003afc","diract-proximity",,"_doc","['0.813','0.563','-0.312']",81,4,"00003afc","[{'instanceId':'00000059','rssi':-69},{'instanceId':'00000058','rssi':-70},{'instanceId':'00000060','rssi':-71}]","Jul 3, 2021 @ 09:42:47"
"1625319756704-00003afc","diract-proximity",,"_doc","['0.625','-0.187','-0.875']",81,2,"00003afc","[{'instanceId':'00000058','rssi':-62},{'instanceId':'00000060','rssi':-70},{'instanceId':'0000004d','rssi':-71}]","Jul 3, 2021 @ 09:42:36"
"1625319751266-00003afc","diract-proximity",,"_doc","['-0.437','0.5','-0.75']",79,7,"00003afc","[{'instanceId':'00000058','rssi':-65},{'instanceId':'0000004d','rssi':-67},{'instanceId':'00000060','rssi':-69}]","Jul 3, 2021 @ 09:42:31"
"1625319749855-00003afc","diract-proximity",,"_doc","['-0.437','0.5','-0.75']",79,7,"00003afc","[{'instanceId':'00000058','rssi':-65},{'instanceId':'0000004d','rssi':-67},{'instanceId':'00000060','rssi':-69}]","Jul 3, 2021 @ 09:42:29"
"1625319739535-00003afc","diract-proximity",,"_doc","['0.438','0.25','-0.937']",79,5,"00003afc","[{'instanceId':'00000058','rssi':-65},{'instanceId':'0000004d','rssi':-66},{'instanceId':'0000004e','rssi':-67}]","Jul 3, 2021 @ 09:42:19"
"1625319738147-00003afc","diract-proximity",,"_doc","['0.438','0.25','-0.937']",79,5,"00003afc","[{'instanceId':'00000058','rssi':-65},{'instanceId':'0000004d','rssi':-66},{'instanceId':'0000004e','rssi':-67}]","Jul 3, 2021 @ 09:42:18"
"1625319736931-00003afc","diract-proximity",,"_doc","['0.188','0.625','-0.937']",79,2,"00003afc","[{'instanceId':'00000058','rssi':-67},{'instanceId':'0000004d','rssi':-70},{'instanceId':'0000004e','rssi':-72}]","Jul 3, 2021 @ 09:42:16"
"1625319733550-00003afc","diract-proximity",,"_doc","['-0.125','-0.062','-1.062']",78,0,"00003afc","[{'instanceId':'00000058','rssi':-75}]","Jul 3, 2021 @ 09:42:13"
