"rssi","time (second)","trial","distance"
-71,-0.0,1,6.0
-71,2.0,1,6.0
-71,3.0,1,6.0
-73,5.0,1,6.0
-71,8.0,1,6.0
-71,9.0,1,6.0
-72,11.0,1,6.0
-72,12.0,1,6.0
-71,13.0,1,6.0
-72,15.0,1,6.0
-71,16.0,1,6.0
-71,18.0,1,6.0
-71,19.0,1,6.0
-71,20.0,1,6.0
-71,22.0,1,6.0
-71,23.0,1,6.0
-70,24.0,1,6.0
-71,26.0,1,6.0
-70,27.0,1,6.0
-72,29.0,1,6.0
-71,30.0,1,6.0
-71,33.0,1,6.0
-71,34.0,1,6.0
-69,36.0,1,6.0
-72,37.0,1,6.0
-72,38.0,1,6.0
-71,40.0,1,6.0
-73,42.0,1,6.0
-72,44.0,1,6.0
-72,45.0,1,6.0
-72,48.0,1,6.0
-72,49.0,1,6.0
-72,51.0,1,6.0
-72,52.0,1,6.0
-72,53.0,1,6.0
-72,55.0,1,6.0
-72,56.0,1,6.0
-71,57.0,1,6.0
-72,59.0,1,6.0
-71,60.0,1,6.0
-72,62.0,1,6.0
-71,63.0,1,6.0
-71,64.0,1,6.0
-73,66.0,1,6.0
-71,67.0,1,6.0
-71,69.0,1,6.0
-71,70.0,1,6.0
-71,73.0,1,6.0
-71,74.0,1,6.0
-72,75.0,1,6.0
-72,77.0,1,6.0
-72,78.0,1,6.0
-72,80.0,1,6.0
-72,81.0,1,6.0
-72,82.0,1,6.0
-73,84.0,1,6.0
-72,85.0,1,6.0
-70,88.0,1,6.0
-70,90.0,1,6.0
-73,92.0,1,6.0
-72,93.0,1,6.0
-70,95.0,1,6.0
-71,98.0,1,6.0
-71,99.0,1,6.0
-70,100.0,1,6.0
-70,102.0,1,6.0
-70,103.0,1,6.0
-71,104.0,1,6.0
-71,106.0,1,6.0
-72,107.0,1,6.0
-70,108.0,1,6.0
-71,110.0,1,6.0
-72,113.0,1,6.0
-72,114.0,1,6.0
-70,115.0,1,6.0
-69,119.0,1,6.0
-71,-0.0,2,6.0
-71,2.0,2,6.0
-71,3.0,2,6.0
-71,4.0,2,6.0
-71,6.0,2,6.0
-72,8.0,2,6.0
-72,9.0,2,6.0
-73,10.0,2,6.0
-71,13.0,2,6.0
-73,15.0,2,6.0
-73,16.0,2,6.0
-75,17.0,2,6.0
-73,18.0,2,6.0
-72,20.0,2,6.0
-72,21.0,2,6.0
-72,23.0,2,6.0
-72,24.0,2,6.0
-72,25.0,2,6.0
-73,27.0,2,6.0
-73,28.0,2,6.0
-73,30.0,2,6.0
-73,31.0,2,6.0
-72,32.0,2,6.0
-75,34.0,2,6.0
-73,35.0,2,6.0
-72,37.0,2,6.0
-74,38.0,2,6.0
-74,39.0,2,6.0
-72,41.0,2,6.0
-72,42.0,2,6.0
-72,43.0,2,6.0
-72,45.0,2,6.0
-72,46.0,2,6.0
-73,48.0,2,6.0
-72,49.0,2,6.0
-72,50.0,2,6.0
-72,52.0,2,6.0
-72,53.0,2,6.0
-72,54.0,2,6.0
-73,57.0,2,6.0
-72,59.0,2,6.0
-71,60.0,2,6.0
-71,61.0,2,6.0
-73,63.0,2,6.0
-72,64.0,2,6.0
-72,65.0,2,6.0
-72,67.0,2,6.0
-72,68.0,2,6.0
-72,70.0,2,6.0
-72,71.0,2,6.0
-73,72.0,2,6.0
-71,75.0,2,6.0
-68,77.0,2,6.0
-73,78.0,2,6.0
-71,80.0,2,6.0
-71,81.0,2,6.0
-72,83.0,2,6.0
-72,84.0,2,6.0
-71,86.0,2,6.0
-72,88.0,2,6.0
-73,89.0,2,6.0
-75,90.0,2,6.0
-71,92.0,2,6.0
-72,93.0,2,6.0
-72,94.0,2,6.0
-71,96.0,2,6.0
-71,97.0,2,6.0
-71,98.0,2,6.0
-71,100.0,2,6.0
-72,101.0,2,6.0
-71,103.0,2,6.0
-71,104.0,2,6.0
-71,105.0,2,6.0
-73,107.0,2,6.0
-72,108.0,2,6.0
-71,110.0,2,6.0
-72,112.0,2,6.0
-71,113.0,2,6.0
-72,116.0,2,6.0
-71,117.0,2,6.0
-72,119.0,2,6.0
-70,-0.0,3,6.0
-70,1.0,3,6.0
-71,3.0,3,6.0
-70,4.0,3,6.0
-69,5.0,3,6.0
-69,7.0,3,6.0
-71,9.0,3,6.0
-73,11.0,3,6.0
-70,12.0,3,6.0
-73,14.0,3,6.0
-72,15.0,3,6.0
-70,16.0,3,6.0
-70,18.0,3,6.0
-72,19.0,3,6.0
-70,20.0,3,6.0
-73,22.0,3,6.0
-72,23.0,3,6.0
-70,25.0,3,6.0
-70,26.0,3,6.0
-70,27.0,3,6.0
-70,29.0,3,6.0
-72,30.0,3,6.0
-70,31.0,3,6.0
-70,33.0,3,6.0
-73,34.0,3,6.0
-73,36.0,3,6.0
-69,37.0,3,6.0
-73,38.0,3,6.0
-69,40.0,3,6.0
-69,41.0,3,6.0
-73,43.0,3,6.0
-69,44.0,3,6.0
-69,45.0,3,6.0
-69,47.0,3,6.0
-69,48.0,3,6.0
