"rssi","time (second)","trial","distance"
-68,-0.0,1,3.5
-69,2.0,1,3.5
-68,3.0,1,3.5
-68,5.0,1,3.5
-68,6.0,1,3.5
-68,7.0,1,3.5
-69,9.0,1,3.5
-68,10.0,1,3.5
-68,11.0,1,3.5
-69,13.0,1,3.5
-68,14.0,1,3.5
-68,16.0,1,3.5
-69,17.0,1,3.5
-68,18.0,1,3.5
-68,20.0,1,3.5
-69,21.0,1,3.5
-69,23.0,1,3.5
-68,24.0,1,3.5
-68,25.0,1,3.5
-68,27.0,1,3.5
-68,28.0,1,3.5
-68,31.0,1,3.5
-68,32.0,1,3.5
-68,34.0,1,3.5
-68,35.0,1,3.5
-68,36.0,1,3.5
-68,38.0,1,3.5
-68,39.0,1,3.5
-66,40.0,1,3.5
-68,42.0,1,3.5
-68,43.0,1,3.5
-67,45.0,1,3.5
-68,46.0,1,3.5
-69,47.0,1,3.5
-68,49.0,1,3.5
-69,50.0,1,3.5
-69,51.0,1,3.5
-69,53.0,1,3.5
-68,54.0,1,3.5
-69,55.0,1,3.5
-68,57.0,1,3.5
-68,58.0,1,3.5
-69,60.0,1,3.5
-68,61.0,1,3.5
-68,63.0,1,3.5
-69,64.0,1,3.5
-68,65.0,1,3.5
-70,67.0,1,3.5
-70,68.0,1,3.5
-68,69.0,1,3.5
-68,71.0,1,3.5
-69,72.0,1,3.5
-68,73.0,1,3.5
-69,75.0,1,3.5
-69,76.0,1,3.5
-68,78.0,1,3.5
-68,79.0,1,3.5
-69,80.0,1,3.5
-68,82.0,1,3.5
-68,83.0,1,3.5
-69,85.0,1,3.5
-69,87.0,1,3.5
-69,89.0,1,3.5
-67,90.0,1,3.5
-69,91.0,1,3.5
-68,93.0,1,3.5
-68,94.0,1,3.5
-68,96.0,1,3.5
-69,97.0,1,3.5
-69,98.0,1,3.5
-69,100.0,1,3.5
-69,105.0,1,3.5
-69,106.0,1,3.5
-69,108.0,1,3.5
-69,109.0,1,3.5
-68,112.0,1,3.5
-69,113.0,1,3.5
-69,115.0,1,3.5
-71,116.0,1,3.5
-69,118.0,1,3.5
-69,119.0,1,3.5
-72,120.0,1,3.5
-69,-0.0,2,3.5
-69,1.0,2,3.5
-66,2.0,2,3.5
-66,4.0,2,3.5
-69,5.0,2,3.5
-66,6.0,2,3.5
-69,8.0,2,3.5
-69,10.0,2,3.5
-66,12.0,2,3.5
-69,13.0,2,3.5
-65,15.0,2,3.5
-68,16.0,2,3.5
-68,20.0,2,3.5
-68,22.0,2,3.5
-65,23.0,2,3.5
-68,24.0,2,3.5
-66,26.0,2,3.5
-68,29.0,2,3.5
-66,30.0,2,3.5
-66,31.0,2,3.5
-66,33.0,2,3.5
-64,34.0,2,3.5
-67,35.0,2,3.5
-69,37.0,2,3.5
-69,38.0,2,3.5
-69,40.0,2,3.5
-66,41.0,2,3.5
-67,44.0,2,3.5
-67,45.0,2,3.5
-67,47.0,2,3.5
-66,48.0,2,3.5
-70,49.0,2,3.5
-66,51.0,2,3.5
-70,54.0,2,3.5
-67,55.0,2,3.5
-67,57.0,2,3.5
-65,59.0,2,3.5
-70,61.0,2,3.5
-65,63.0,2,3.5
-70,64.0,2,3.5
-67,66.0,2,3.5
-69,69.0,2,3.5
-70,70.0,2,3.5
-66,71.0,2,3.5
-70,73.0,2,3.5
-70,74.0,2,3.5
-65,75.0,2,3.5
-69,78.0,2,3.5
-69,79.0,2,3.5
-69,81.0,2,3.5
-68,84.0,2,3.5
-70,85.0,2,3.5
-68,86.0,2,3.5
-65,88.0,2,3.5
-70,89.0,2,3.5
-67,91.0,2,3.5
-66,92.0,2,3.5
-66,95.0,2,3.5
-68,97.0,2,3.5
-70,98.0,2,3.5
-66,99.0,2,3.5
-71,102.0,2,3.5
-66,104.0,2,3.5
-70,107.0,2,3.5
-71,108.0,2,3.5
-71,109.0,2,3.5
-66,112.0,2,3.5
-70,113.0,2,3.5
-70,116.0,2,3.5
-70,118.0,2,3.5
-67,120.0,2,3.5
-67,-0.0,3,3.5
-72,3.0,3,3.5
-69,4.0,3,3.5
-69,6.0,3,3.5
-67,12.0,3,3.5
-74,14.0,3,3.5
-67,17.0,3,3.5
-67,18.0,3,3.5
-75,19.0,3,3.5
-67,21.0,3,3.5
-74,22.0,3,3.5
-74,23.0,3,3.5
-66,25.0,3,3.5
-67,28.0,3,3.5
-67,30.0,3,3.5
-67,31.0,3,3.5
-67,33.0,3,3.5
-67,34.0,3,3.5
-67,36.0,3,3.5
-67,37.0,3,3.5
-67,39.0,3,3.5
-67,44.0,3,3.5
-67,45.0,3,3.5
-74,50.0,3,3.5
-67,51.0,3,3.5
-67,52.0,3,3.5
-67,55.0,3,3.5
-67,57.0,3,3.5
-75,58.0,3,3.5
-67,59.0,3,3.5
-67,61.0,3,3.5
-67,62.0,3,3.5
-67,63.0,3,3.5
-67,65.0,3,3.5
-67,72.0,3,3.5
-67,73.0,3,3.5
-67,74.0,3,3.5
-67,76.0,3,3.5
-67,79.0,3,3.5
-67,83.0,3,3.5
-75,86.0,3,3.5
-74,89.0,3,3.5
-73,90.0,3,3.5
-67,92.0,3,3.5
-67,94.0,3,3.5
-67,96.0,3,3.5
-67,99.0,3,3.5
-67,100.0,3,3.5
-67,101.0,3,3.5
-67,103.0,3,3.5
-67,110.0,3,3.5
-67,113.0,3,3.5
