"rssi","time (second)","trial","distance"
-62,-0.0,1,1.25
-63,1.0,1,1.25
-63,4.0,1,1.25
-62,5.0,1,1.25
-63,7.0,1,1.25
-64,8.0,1,1.25
-63,9.0,1,1.25
-63,11.0,1,1.25
-62,12.0,1,1.25
-62,13.0,1,1.25
-62,15.0,1,1.25
-65,17.0,1,1.25
-65,19.0,1,1.25
-65,20.0,1,1.25
-63,21.0,1,1.25
-63,23.0,1,1.25
-64,24.0,1,1.25
-63,25.0,1,1.25
-63,27.0,1,1.25
-64,28.0,1,1.25
-63,30.0,1,1.25
-63,31.0,1,1.25
-62,32.0,1,1.25
-63,34.0,1,1.25
-63,36.0,1,1.25
-63,39.0,1,1.25
-62,40.0,1,1.25
-63,42.0,1,1.25
-63,43.0,1,1.25
-62,45.0,1,1.25
-62,46.0,1,1.25
-62,48.0,1,1.25
-62,49.0,1,1.25
-62,50.0,1,1.25
-62,52.0,1,1.25
-63,53.0,1,1.25
-63,56.0,1,1.25
-63,57.0,1,1.25
-63,59.0,1,1.25
-62,60.0,1,1.25
-64,61.0,1,1.25
-64,63.0,1,1.25
-62,64.0,1,1.25
-63,65.0,1,1.25
-63,67.0,1,1.25
-63,68.0,1,1.25
-62,70.0,1,1.25
-62,71.0,1,1.25
-62,72.0,1,1.25
-63,74.0,1,1.25
-63,75.0,1,1.25
-62,76.0,1,1.25
-64,78.0,1,1.25
-64,79.0,1,1.25
-64,80.0,1,1.25
-62,82.0,1,1.25
-63,83.0,1,1.25
-62,85.0,1,1.25
-63,86.0,1,1.25
-63,87.0,1,1.25
-62,89.0,1,1.25
-64,90.0,1,1.25
-64,92.0,1,1.25
-63,93.0,1,1.25
-63,94.0,1,1.25
-63,96.0,1,1.25
-62,97.0,1,1.25
-62,99.0,1,1.25
-63,100.0,1,1.25
-63,101.0,1,1.25
-62,103.0,1,1.25
-63,104.0,1,1.25
-63,105.0,1,1.25
-63,107.0,1,1.25
-64,110.0,1,1.25
-64,111.0,1,1.25
-63,112.0,1,1.25
-65,114.0,1,1.25
-63,115.0,1,1.25
