"_id","_index","_score","_type","acceleration","batteryPercentage","cyclicCount","instanceId","nearest","timestamp"
"1628601961419-00003afc","diract-proximity",,"_doc","['0.75','-0.687','0']",78,2,"00003afc","[{'instanceId':'00000058','rssi':-61},{'instanceId':'00000061','rssi':-67},{'instanceId':'0000004e','rssi':-68}]","Aug 10, 2021 @ 09:26:00"
"1628601959710-00003afc","diract-proximity",,"_doc","['0.688','-0.75','0.063']",78,1,"00003afc","[{'instanceId':'00000058','rssi':-61},{'instanceId':'00000061','rssi':-66},{'instanceId':'00000060','rssi':-68}]","Aug 10, 2021 @ 09:25:58"
"1628601958254-00003afc","diract-proximity",,"_doc","['0.75','-0.687','0.063']",78,0,"00003afc","[{'instanceId':'00000058','rssi':-66},{'instanceId':'00000060','rssi':-67},{'instanceId':'0000004d','rssi':-68}]","Aug 10, 2021 @ 09:25:57"
"1628601956016-00003afc","diract-proximity",,"_doc","['0.75','-0.687','0.063']",78,6,"00003afc","[{'instanceId':'00000059','rssi':-66},{'instanceId':'0000004d','rssi':-68},{'instanceId':'00000060','rssi':-70}]","Aug 10, 2021 @ 09:25:55"
"1628601954792-00003afc","diract-proximity",,"_doc","['0.75','-0.687','0.063']",78,6,"00003afc","[{'instanceId':'00000059','rssi':-66},{'instanceId':'0000004d','rssi':-68},{'instanceId':'00000060','rssi':-70}]","Aug 10, 2021 @ 09:25:53"
"1628601953032-00003afc","diract-proximity",,"_doc","['0.75','-0.687','0.125']",78,4,"00003afc","[{'instanceId':'0000004d','rssi':-64},{'instanceId':'00000058','rssi':-64},{'instanceId':'00000059','rssi':-65}]","Aug 10, 2021 @ 09:25:52"
"1628601951815-00003afc","diract-proximity",,"_doc","['0.75','-0.687','0.125']",78,3,"00003afc","[{'instanceId':'00000058','rssi':-61},{'instanceId':'0000004d','rssi':-63},{'instanceId':'00000059','rssi':-68}]","Aug 10, 2021 @ 09:25:50"
"1628601950227-00003afc","diract-proximity",,"_doc","['0.75','-0.625','0.125']",78,2,"00003afc","[{'instanceId':'00000059','rssi':-64},{'instanceId':'00000058','rssi':-66},{'instanceId':'0000004d','rssi':-68}]","Aug 10, 2021 @ 09:25:49"
"1628601948839-00003afc","diract-proximity",,"_doc","['0.75','-0.625','0.125']",78,2,"00003afc","[{'instanceId':'00000059','rssi':-64},{'instanceId':'00000058','rssi':-66},{'instanceId':'0000004d','rssi':-68}]","Aug 10, 2021 @ 09:25:47"
"1628601947442-00003afc","diract-proximity",,"_doc","['0.688','-0.75','0.25']",79,0,"00003afc","[{'instanceId':'00000059','rssi':-62},{'instanceId':'00000061','rssi':-70},{'instanceId':'00000060','rssi':-70}]","Aug 10, 2021 @ 09:25:46"
"1628601946226-00003afc","diract-proximity",,"_doc","['0.75','-0.812','0.125']",79,7,"00003afc","[{'instanceId':'00000059','rssi':-68},{'instanceId':'00000061','rssi':-69},{'instanceId':'00000058','rssi':-69}]","Aug 10, 2021 @ 09:25:45"
"1628601944770-00003afc","diract-proximity",,"_doc","['0.75','-0.812','0.125']",79,7,"00003afc","[{'instanceId':'00000059','rssi':-68},{'instanceId':'00000061','rssi':-69},{'instanceId':'00000058','rssi':-69}]","Aug 10, 2021 @ 09:25:43"
"1628601943245-00003afc","diract-proximity",,"_doc","['0.75','-0.812','0.125']",79,7,"00003afc","[{'instanceId':'00000059','rssi':-68},{'instanceId':'00000061','rssi':-69},{'instanceId':'00000058','rssi':-69}]","Aug 10, 2021 @ 09:25:42"
"1628601942019-00003afc","diract-proximity",,"_doc","['0.688','-0.75','0.125']",79,4,"00003afc","[{'instanceId':'00000058','rssi':-66},{'instanceId':'00000059','rssi':-66},{'instanceId':'00000061','rssi':-74}]","Aug 10, 2021 @ 09:25:41"
"1628601939036-00003afc","diract-proximity",,"_doc","['0.75','-0.812','0.125']",79,2,"00003afc","[{'instanceId':'00000058','rssi':-62},{'instanceId':'00000059','rssi':-65},{'instanceId':'00000060','rssi':-66}]","Aug 10, 2021 @ 09:25:38"
"1628601937793-00003afc","diract-proximity",,"_doc","['0.625','-0.75','0.125']",79,1,"00003afc","[{'instanceId':'00000058','rssi':-63},{'instanceId':'0000004d','rssi':-63},{'instanceId':'00000059','rssi':-64}]","Aug 10, 2021 @ 09:25:36"
"1628601936360-00003afc","diract-proximity",,"_doc","['0.625','-0.75','0.125']",78,0,"00003afc","[{'instanceId':'0000004d','rssi':-63},{'instanceId':'00000059','rssi':-64},{'instanceId':'00000058','rssi':-67}]","Aug 10, 2021 @ 09:25:35"
"1628601934927-00003afc","diract-proximity",,"_doc","['0.625','-0.812','0.125']",78,7,"00003afc","[{'instanceId':'00000060','rssi':-63},{'instanceId':'00000059','rssi':-63},{'instanceId':'0000004d','rssi':-64}]","Aug 10, 2021 @ 09:25:33"
