"rssi","time (second)","trial","distance"
-63,-0.0,1,4.75
-64,1.0,1,4.75
-63,3.0,1,4.75
-68,4.0,1,4.75
-63,5.0,1,4.75
-65,8.0,1,4.75
-63,10.0,1,4.75
-65,14.0,1,4.75
-68,15.0,1,4.75
-65,16.0,1,4.75
-64,18.0,1,4.75
-64,19.0,1,4.75
-66,21.0,1,4.75
-66,22.0,1,4.75
-66,23.0,1,4.75
-66,25.0,1,4.75
-63,26.0,1,4.75
-66,28.0,1,4.75
-66,29.0,1,4.75
-63,30.0,1,4.75
-65,32.0,1,4.75
-66,33.0,1,4.75
-63,34.0,1,4.75
-63,36.0,1,4.75
-64,37.0,1,4.75
-64,38.0,1,4.75
-66,40.0,1,4.75
-64,41.0,1,4.75
-63,43.0,1,4.75
-66,44.0,1,4.75
-63,45.0,1,4.75
-63,47.0,1,4.75
-63,50.0,1,4.75
-63,51.0,1,4.75
-66,53.0,1,4.75
-63,54.0,1,4.75
-66,57.0,1,4.75
-63,59.0,1,4.75
-63,60.0,1,4.75
-63,61.0,1,4.75
-66,63.0,1,4.75
-66,65.0,1,4.75
-63,66.0,1,4.75
-66,67.0,1,4.75
-66,69.0,1,4.75
-66,70.0,1,4.75
-66,71.0,1,4.75
-65,73.0,1,4.75
-63,74.0,1,4.75
-67,76.0,1,4.75
-64,77.0,1,4.75
-65,80.0,1,4.75
-65,81.0,1,4.75
-63,83.0,1,4.75
-65,84.0,1,4.75
-66,87.0,1,4.75
-66,89.0,1,4.75
-63,91.0,1,4.75
-64,92.0,1,4.75
-63,94.0,1,4.75
-63,95.0,1,4.75
-65,98.0,1,4.75
-65,99.0,1,4.75
-66,100.0,1,4.75
-63,102.0,1,4.75
-63,103.0,1,4.75
-65,105.0,1,4.75
-65,106.0,1,4.75
-63,107.0,1,4.75
-66,109.0,1,4.75
-63,110.0,1,4.75
-63,112.0,1,4.75
-66,113.0,1,4.75
-64,114.0,1,4.75
-64,116.0,1,4.75
-65,117.0,1,4.75
-63,118.0,1,4.75
-66,120.0,1,4.75
-66,-0.0,2,4.75
-64,2.0,2,4.75
