"rssi","time (second)","trial","distance"
-63,-0.0,1,2.0
-63,1.0,1,2.0
-63,2.0,1,2.0
-63,4.0,1,2.0
-65,5.0,1,2.0
-68,7.0,1,2.0
-63,8.0,1,2.0
-63,10.0,1,2.0
-64,12.0,1,2.0
-63,14.0,1,2.0
-64,15.0,1,2.0
-63,18.0,1,2.0
-68,19.0,1,2.0
-63,21.0,1,2.0
-68,22.0,1,2.0
-64,25.0,1,2.0
-68,26.0,1,2.0
-67,28.0,1,2.0
-64,29.0,1,2.0
-67,30.0,1,2.0
-67,32.0,1,2.0
-63,33.0,1,2.0
-68,35.0,1,2.0
-67,36.0,1,2.0
-64,37.0,1,2.0
-69,39.0,1,2.0
-67,40.0,1,2.0
-64,41.0,1,2.0
-68,43.0,1,2.0
-64,44.0,1,2.0
-68,46.0,1,2.0
-69,48.0,1,2.0
-64,49.0,1,2.0
-64,51.0,1,2.0
-64,52.0,1,2.0
-64,56.0,1,2.0
-63,58.0,1,2.0
-67,59.0,1,2.0
-64,60.0,1,2.0
-63,62.0,1,2.0
-67,63.0,1,2.0
-64,64.0,1,2.0
-63,66.0,1,2.0
-68,67.0,1,2.0
-64,69.0,1,2.0
-64,70.0,1,2.0
-63,73.0,1,2.0
-68,74.0,1,2.0
-63,76.0,1,2.0
-68,78.0,1,2.0
-67,80.0,1,2.0
-63,81.0,1,2.0
-69,82.0,1,2.0
-69,84.0,1,2.0
-69,85.0,1,2.0
-70,86.0,1,2.0
-68,88.0,1,2.0
-63,89.0,1,2.0
-67,91.0,1,2.0
-67,92.0,1,2.0
-63,93.0,1,2.0
-68,95.0,1,2.0
-63,96.0,1,2.0
-63,97.0,1,2.0
-68,99.0,1,2.0
-63,100.0,1,2.0
-63,102.0,1,2.0
-68,103.0,1,2.0
-68,104.0,1,2.0
-63,106.0,1,2.0
-69,107.0,1,2.0
-63,109.0,1,2.0
-63,110.0,1,2.0
-68,112.0,1,2.0
-63,113.0,1,2.0
-63,115.0,1,2.0
-64,116.0,1,2.0
-67,118.0,1,2.0
-66,-0.0,2,2.0
-66,1.0,2,2.0
-62,3.0,2,2.0
-67,4.0,2,2.0
-67,5.0,2,2.0
-62,7.0,2,2.0
-68,8.0,2,2.0
-65,9.0,2,2.0
-65,11.0,2,2.0
-67,12.0,2,2.0
-67,14.0,2,2.0
-62,15.0,2,2.0
-67,16.0,2,2.0
-62,18.0,2,2.0
-62,19.0,2,2.0
-67,21.0,2,2.0
-62,22.0,2,2.0
-62,23.0,2,2.0
-62,25.0,2,2.0
-62,26.0,2,2.0
-62,27.0,2,2.0
-65,29.0,2,2.0
-62,30.0,2,2.0
-62,32.0,2,2.0
-68,33.0,2,2.0
-62,35.0,2,2.0
-62,36.0,2,2.0
-66,37.0,2,2.0
-66,39.0,2,2.0
-60,40.0,2,2.0
-69,44.0,2,2.0
-66,45.0,2,2.0
-62,47.0,2,2.0
-69,48.0,2,2.0
