"rssi","time (second)","trial","distance"
-62,-0.0,1,2.25
-65,1.0,1,2.25
-64,3.0,1,2.25
-64,5.0,1,2.25
-62,7.0,1,2.25
-61,9.0,1,2.25
-62,11.0,1,2.25
-65,13.0,1,2.25
-62,14.0,1,2.25
-62,16.0,1,2.25
-65,17.0,1,2.25
-63,18.0,1,2.25
-64,20.0,1,2.25
-65,21.0,1,2.25
-64,24.0,1,2.25
-65,26.0,1,2.25
-62,29.0,1,2.25
-64,30.0,1,2.25
-61,31.0,1,2.25
-64,33.0,1,2.25
-62,34.0,1,2.25
-64,36.0,1,2.25
-64,38.0,1,2.25
-66,39.0,1,2.25
-65,40.0,1,2.25
-65,42.0,1,2.25
-62,43.0,1,2.25
-65,44.0,1,2.25
-64,46.0,1,2.25
-63,47.0,1,2.25
-63,49.0,1,2.25
-65,50.0,1,2.25
-62,51.0,1,2.25
-65,53.0,1,2.25
-67,54.0,1,2.25
-67,55.0,1,2.25
-65,57.0,1,2.25
-65,58.0,1,2.25
-64,60.0,1,2.25
-65,61.0,1,2.25
-64,62.0,1,2.25
-63,64.0,1,2.25
-63,65.0,1,2.25
-59,67.0,1,2.25
-62,68.0,1,2.25
-62,69.0,1,2.25
-62,71.0,1,2.25
-63,72.0,1,2.25
-64,73.0,1,2.25
-66,75.0,1,2.25
-62,76.0,1,2.25
-64,79.0,1,2.25
-64,80.0,1,2.25
-65,82.0,1,2.25
-61,83.0,1,2.25
-64,84.0,1,2.25
-65,86.0,1,2.25
-62,87.0,1,2.25
-65,89.0,1,2.25
-65,90.0,1,2.25
-63,91.0,1,2.25
-65,93.0,1,2.25
-65,94.0,1,2.25
-64,95.0,1,2.25
-64,97.0,1,2.25
-65,98.0,1,2.25
-62,99.0,1,2.25
-62,101.0,1,2.25
-65,103.0,1,2.25
-65,105.0,1,2.25
-65,109.0,1,2.25
-65,110.0,1,2.25
-62,112.0,1,2.25
-64,113.0,1,2.25
-62,115.0,1,2.25
-63,116.0,1,2.25
-63,119.0,1,2.25
-65,-0.0,2,2.25
-69,2.0,2,2.25
-68,3.0,2,2.25
-65,4.0,2,2.25
-67,6.0,2,2.25
-67,7.0,2,2.25
-65,9.0,2,2.25
-65,10.0,2,2.25
-65,11.0,2,2.25
-66,13.0,2,2.25
-68,14.0,2,2.25
-70,16.0,2,2.25
-65,17.0,2,2.25
-67,18.0,2,2.25
-65,21.0,2,2.25
-67,22.0,2,2.25
-65,24.0,2,2.25
-65,25.0,2,2.25
-68,27.0,2,2.25
-64,28.0,2,2.25
-64,29.0,2,2.25
-69,31.0,2,2.25
-69,35.0,2,2.25
-65,36.0,2,2.25
-67,38.0,2,2.25
-67,39.0,2,2.25
-67,42.0,2,2.25
-64,43.0,2,2.25
-64,44.0,2,2.25
-68,46.0,2,2.25
-68,47.0,2,2.25
-65,49.0,2,2.25
-67,50.0,2,2.25
-65,51.0,2,2.25
-63,53.0,2,2.25
-68,54.0,2,2.25
-68,55.0,2,2.25
-65,57.0,2,2.25
-66,58.0,2,2.25
-64,60.0,2,2.25
-64,61.0,2,2.25
-66,62.0,2,2.25
-65,64.0,2,2.25
-64,65.0,2,2.25
-64,66.0,2,2.25
-65,68.0,2,2.25
-65,69.0,2,2.25
-67,71.0,2,2.25
-65,72.0,2,2.25
-65,73.0,2,2.25
-66,75.0,2,2.25
-65,76.0,2,2.25
-64,78.0,2,2.25
-67,79.0,2,2.25
-65,81.0,2,2.25
-65,82.0,2,2.25
-66,84.0,2,2.25
-64,85.0,2,2.25
-68,87.0,2,2.25
-64,88.0,2,2.25
-64,90.0,2,2.25
-67,91.0,2,2.25
-67,93.0,2,2.25
-66,94.0,2,2.25
-68,95.0,2,2.25
-64,97.0,2,2.25
-66,98.0,2,2.25
-67,100.0,2,2.25
-69,102.0,2,2.25
-69,104.0,2,2.25
-65,105.0,2,2.25
-66,108.0,2,2.25
-65,109.0,2,2.25
-67,111.0,2,2.25
-68,112.0,2,2.25
-65,113.0,2,2.25
-67,115.0,2,2.25
-67,116.0,2,2.25
-64,117.0,2,2.25
-65,119.0,2,2.25
-61,120.0,2,2.25
-66,-0.0,3,2.25
-66,7.0,3,2.25
-63,10.0,3,2.25
-67,11.0,3,2.25
-66,14.0,3,2.25
-66,15.0,3,2.25
-66,17.0,3,2.25
-66,18.0,3,2.25
-67,22.0,3,2.25
-67,25.0,3,2.25
-66,26.0,3,2.25
-66,29.0,3,2.25
-67,30.0,3,2.25
-65,33.0,3,2.25
-63,39.0,3,2.25
-66,41.0,3,2.25
-66,44.0,3,2.25
-66,45.0,3,2.25
-66,48.0,3,2.25
-66,50.0,3,2.25
-67,52.0,3,2.25
-66,56.0,3,2.25
-67,59.0,3,2.25
-67,61.0,3,2.25
-67,64.0,3,2.25
-71,66.0,3,2.25
-65,72.0,3,2.25
-63,75.0,3,2.25
-67,77.0,3,2.25
-66,79.0,3,2.25
-67,82.0,3,2.25
-66,87.0,3,2.25
-63,89.0,3,2.25
-64,91.0,3,2.25
-70,95.0,3,2.25
-70,96.0,3,2.25
-70,98.0,3,2.25
-63,99.0,3,2.25
-63,100.0,3,2.25
-70,103.0,3,2.25
-70,105.0,3,2.25
-63,106.0,3,2.25
-63,107.0,3,2.25
-71,109.0,3,2.25
-72,110.0,3,2.25
-63,111.0,3,2.25
-70,113.0,3,2.25
-70,114.0,3,2.25
-70,116.0,3,2.25
-71,117.0,3,2.25
-63,118.0,3,2.25
-69,120.0,3,2.25
