"rssi","time (second)","trial","distance"
-69,-0.0,1,4.5
-65,1.0,1,4.5
-68,2.0,1,4.5
-69,4.0,1,4.5
-69,5.0,1,4.5
-69,7.0,1,4.5
-66,8.0,1,4.5
-65,10.0,1,4.5
-65,11.0,1,4.5
-66,12.0,1,4.5
-66,13.0,1,4.5
-66,15.0,1,4.5
-65,16.0,1,4.5
-65,18.0,1,4.5
-68,19.0,1,4.5
-66,20.0,1,4.5
-66,22.0,1,4.5
-66,23.0,1,4.5
-69,25.0,1,4.5
-66,26.0,1,4.5
-69,27.0,1,4.5
-68,29.0,1,4.5
-68,30.0,1,4.5
-68,32.0,1,4.5
-67,33.0,1,4.5
-69,34.0,1,4.5
-70,36.0,1,4.5
-66,37.0,1,4.5
-68,38.0,1,4.5
-69,40.0,1,4.5
-65,41.0,1,4.5
-68,43.0,1,4.5
-68,44.0,1,4.5
-66,45.0,1,4.5
-69,47.0,1,4.5
-69,48.0,1,4.5
-66,49.0,1,4.5
-69,51.0,1,4.5
-68,53.0,1,4.5
-68,54.0,1,4.5
-69,56.0,1,4.5
-66,58.0,1,4.5
-69,59.0,1,4.5
-68,61.0,1,4.5
-68,62.0,1,4.5
-66,63.0,1,4.5
-69,64.0,1,4.5
-69,66.0,1,4.5
-69,67.0,1,4.5
-69,69.0,1,4.5
-66,70.0,1,4.5
-69,73.0,1,4.5
-66,75.0,1,4.5
-69,76.0,1,4.5
-66,77.0,1,4.5
-66,79.0,1,4.5
-68,80.0,1,4.5
-65,82.0,1,4.5
-69,84.0,1,4.5
-64,86.0,1,4.5
-66,87.0,1,4.5
-69,89.0,1,4.5
-66,90.0,1,4.5
-68,93.0,1,4.5
-66,94.0,1,4.5
-66,96.0,1,4.5
-69,97.0,1,4.5
-66,99.0,1,4.5
-70,101.0,1,4.5
-66,103.0,1,4.5
-68,104.0,1,4.5
-64,106.0,1,4.5
-66,107.0,1,4.5
-69,109.0,1,4.5
-66,110.0,1,4.5
-65,112.0,1,4.5
-65,113.0,1,4.5
-66,114.0,1,4.5
-66,116.0,1,4.5
-69,117.0,1,4.5
-66,118.0,1,4.5
-69,-0.0,2,4.5
-70,2.0,2,4.5
-71,3.0,2,4.5
-70,4.0,2,4.5
-69,6.0,2,4.5
-69,7.0,2,4.5
-71,9.0,2,4.5
-70,10.0,2,4.5
-70,11.0,2,4.5
-70,13.0,2,4.5
-71,15.0,2,4.5
-70,17.0,2,4.5
-70,18.0,2,4.5
-70,20.0,2,4.5
-69,22.0,2,4.5
-71,24.0,2,4.5
-70,25.0,2,4.5
-71,26.0,2,4.5
-71,28.0,2,4.5
-69,29.0,2,4.5
-71,31.0,2,4.5
-71,32.0,2,4.5
-69,33.0,2,4.5
-71,35.0,2,4.5
-70,36.0,2,4.5
-69,37.0,2,4.5
-69,39.0,2,4.5
-70,40.0,2,4.5
-70,41.0,2,4.5
-69,43.0,2,4.5
-71,44.0,2,4.5
-71,46.0,2,4.5
-70,47.0,2,4.5
-70,48.0,2,4.5
-70,50.0,2,4.5
-70,53.0,2,4.5
-70,54.0,2,4.5
-71,55.0,2,4.5
-70,57.0,2,4.5
-70,58.0,2,4.5
-71,60.0,2,4.5
-70,61.0,2,4.5
-70,62.0,2,4.5
-70,64.0,2,4.5
-70,65.0,2,4.5
-70,66.0,2,4.5
-70,68.0,2,4.5
-70,69.0,2,4.5
-69,71.0,2,4.5
-71,72.0,2,4.5
-70,73.0,2,4.5
-69,75.0,2,4.5
-69,76.0,2,4.5
-69,77.0,2,4.5
-70,79.0,2,4.5
-71,80.0,2,4.5
-71,82.0,2,4.5
-71,83.0,2,4.5
-71,84.0,2,4.5
-69,86.0,2,4.5
-71,87.0,2,4.5
-71,88.0,2,4.5
-69,90.0,2,4.5
-71,91.0,2,4.5
-71,93.0,2,4.5
-71,94.0,2,4.5
-71,95.0,2,4.5
-71,98.0,2,4.5
-71,100.0,2,4.5
-71,101.0,2,4.5
-70,102.0,2,4.5
-70,104.0,2,4.5
-70,105.0,2,4.5
-70,106.0,2,4.5
-71,108.0,2,4.5
-70,109.0,2,4.5
-70,111.0,2,4.5
-70,112.0,2,4.5
-70,113.0,2,4.5
-69,116.0,2,4.5
-69,117.0,2,4.5
-70,119.0,2,4.5
-67,-0.0,3,4.5
-68,1.0,3,4.5
-67,3.0,3,4.5
-67,4.0,3,4.5
-69,6.0,3,4.5
-67,7.0,3,4.5
-67,8.0,3,4.5
-67,10.0,3,4.5
-69,11.0,3,4.5
-67,12.0,3,4.5
-69,14.0,3,4.5
-69,15.0,3,4.5
-67,17.0,3,4.5
-67,18.0,3,4.5
-67,19.0,3,4.5
-67,21.0,3,4.5
-67,22.0,3,4.5
-69,24.0,3,4.5
-67,25.0,3,4.5
-70,26.0,3,4.5
-67,28.0,3,4.5
-67,29.0,3,4.5
-68,30.0,3,4.5
-67,32.0,3,4.5
-67,33.0,3,4.5
-69,35.0,3,4.5
-67,36.0,3,4.5
-69,37.0,3,4.5
-67,39.0,3,4.5
-67,40.0,3,4.5
-67,41.0,3,4.5
-68,43.0,3,4.5
-67,44.0,3,4.5
-68,46.0,3,4.5
-68,47.0,3,4.5
-67,48.0,3,4.5
-69,50.0,3,4.5
-69,51.0,3,4.5
-67,53.0,3,4.5
-67,54.0,3,4.5
-69,55.0,3,4.5
-69,57.0,3,4.5
-69,58.0,3,4.5
-69,59.0,3,4.5
-67,61.0,3,4.5
-68,62.0,3,4.5
-69,64.0,3,4.5
-69,65.0,3,4.5
-69,66.0,3,4.5
-68,68.0,3,4.5
-67,69.0,3,4.5
-67,70.0,3,4.5
-67,72.0,3,4.5
-67,76.0,3,4.5
-69,78.0,3,4.5
-69,80.0,3,4.5
-69,81.0,3,4.5
-69,83.0,3,4.5
-67,86.0,3,4.5
-68,87.0,3,4.5
-67,88.0,3,4.5
-67,90.0,3,4.5
-68,91.0,3,4.5
-68,92.0,3,4.5
-69,94.0,3,4.5
-69,95.0,3,4.5
-68,97.0,3,4.5
-67,98.0,3,4.5
-67,99.0,3,4.5
-68,101.0,3,4.5
-71,102.0,3,4.5
-69,104.0,3,4.5
-68,105.0,3,4.5
-68,106.0,3,4.5
-69,108.0,3,4.5
-68,109.0,3,4.5
-68,110.0,3,4.5
-69,112.0,3,4.5
-67,113.0,3,4.5
-69,115.0,3,4.5
-69,116.0,3,4.5
-67,117.0,3,4.5
-68,119.0,3,4.5
-72,120.0,3,4.5
