"rssi","time (second)","trial","distance"
-74,-0.0,1,3.0
-75,1.0,1,3.0
-67,3.0,1,3.0
-74,4.0,1,3.0
-67,6.0,1,3.0
-74,7.0,1,3.0
-73,9.0,1,3.0
-68,11.0,1,3.0
-71,12.0,1,3.0
-68,13.0,1,3.0
-74,16.0,1,3.0
-72,17.0,1,3.0
-68,18.0,1,3.0
-73,20.0,1,3.0
-70,21.0,1,3.0
-68,23.0,1,3.0
-68,24.0,1,3.0
-73,25.0,1,3.0
-67,27.0,1,3.0
-68,30.0,1,3.0
-67,31.0,1,3.0
-73,32.0,1,3.0
-67,34.0,1,3.0
-68,35.0,1,3.0
-74,37.0,1,3.0
-68,39.0,1,3.0
-68,41.0,1,3.0
-73,43.0,1,3.0
-73,45.0,1,3.0
-67,46.0,1,3.0
-67,47.0,1,3.0
-73,49.0,1,3.0
-67,50.0,1,3.0
-68,54.0,1,3.0
-73,56.0,1,3.0
-70,57.0,1,3.0
-67,58.0,1,3.0
-73,60.0,1,3.0
-70,61.0,1,3.0
-70,63.0,1,3.0
-73,64.0,1,3.0
-73,65.0,1,3.0
-73,67.0,1,3.0
-73,68.0,1,3.0
-72,72.0,1,3.0
-67,74.0,1,3.0
-67,75.0,1,3.0
-67,76.0,1,3.0
-71,78.0,1,3.0
-65,79.0,1,3.0
-65,80.0,1,3.0
-72,82.0,1,3.0
-68,83.0,1,3.0
-73,84.0,1,3.0
-68,86.0,1,3.0
-65,88.0,1,3.0
-72,89.0,1,3.0
-67,91.0,1,3.0
-72,92.0,1,3.0
-67,94.0,1,3.0
-72,96.0,1,3.0
-72,97.0,1,3.0
-67,98.0,1,3.0
-73,100.0,1,3.0
-73,101.0,1,3.0
-67,103.0,1,3.0
-72,104.0,1,3.0
-73,105.0,1,3.0
-67,107.0,1,3.0
-72,108.0,1,3.0
-72,109.0,1,3.0
-67,111.0,1,3.0
-73,112.0,1,3.0
-73,114.0,1,3.0
-67,115.0,1,3.0
-70,118.0,1,3.0
-70,119.0,1,3.0
-68,-0.0,2,3.0
-72,1.0,2,3.0
-66,2.0,2,3.0
-69,4.0,2,3.0
-66,6.0,2,3.0
-66,7.0,2,3.0
-69,8.0,2,3.0
-69,10.0,2,3.0
-66,11.0,2,3.0
-66,13.0,2,3.0
-66,14.0,2,3.0
-69,17.0,2,3.0
-68,18.0,2,3.0
-68,19.0,2,3.0
-66,21.0,2,3.0
-65,24.0,2,3.0
-69,25.0,2,3.0
-65,26.0,2,3.0
-66,31.0,2,3.0
-65,34.0,2,3.0
-69,36.0,2,3.0
-70,37.0,2,3.0
-70,38.0,2,3.0
-69,40.0,2,3.0
-69,41.0,2,3.0
-66,42.0,2,3.0
-70,44.0,2,3.0
-69,46.0,2,3.0
-70,47.0,2,3.0
-70,49.0,2,3.0
-66,51.0,2,3.0
-70,52.0,2,3.0
-69,53.0,2,3.0
-66,55.0,2,3.0
-70,56.0,2,3.0
-73,58.0,2,3.0
-66,59.0,2,3.0
-66,60.0,2,3.0
-75,62.0,2,3.0
-66,63.0,2,3.0
-69,65.0,2,3.0
-69,66.0,2,3.0
-67,67.0,2,3.0
-67,68.0,2,3.0
-74,70.0,2,3.0
-66,71.0,2,3.0
-74,73.0,2,3.0
-66,74.0,2,3.0
-66,76.0,2,3.0
-70,77.0,2,3.0
-65,79.0,2,3.0
-66,80.0,2,3.0
-70,82.0,2,3.0
-66,83.0,2,3.0
-68,86.0,2,3.0
-66,87.0,2,3.0
-70,89.0,2,3.0
-65,90.0,2,3.0
-67,92.0,2,3.0
-67,93.0,2,3.0
-66,95.0,2,3.0
-66,96.0,2,3.0
-70,98.0,2,3.0
-66,99.0,2,3.0
-69,100.0,2,3.0
-70,102.0,2,3.0
-66,103.0,2,3.0
-70,105.0,2,3.0
-70,107.0,2,3.0
-70,109.0,2,3.0
-66,111.0,2,3.0
-66,113.0,2,3.0
-70,114.0,2,3.0
-65,115.0,2,3.0
-70,117.0,2,3.0
-71,118.0,2,3.0
-67,-0.0,3,3.0
-66,3.0,3,3.0
-72,5.0,3,3.0
-67,7.0,3,3.0
-67,8.0,3,3.0
-72,9.0,3,3.0
-68,11.0,3,3.0
-67,12.0,3,3.0
-73,13.0,3,3.0
-68,15.0,3,3.0
-71,16.0,3,3.0
-71,18.0,3,3.0
-68,19.0,3,3.0
-68,20.0,3,3.0
-71,22.0,3,3.0
-68,23.0,3,3.0
-70,26.0,3,3.0
-68,27.0,3,3.0
-72,28.0,3,3.0
-73,30.0,3,3.0
-72,31.0,3,3.0
-72,33.0,3,3.0
-72,34.0,3,3.0
-67,35.0,3,3.0
-72,37.0,3,3.0
-69,38.0,3,3.0
-68,40.0,3,3.0
-68,41.0,3,3.0
-67,42.0,3,3.0
-69,44.0,3,3.0
-72,45.0,3,3.0
-68,46.0,3,3.0
-68,48.0,3,3.0
-69,49.0,3,3.0
-71,50.0,3,3.0
-68,52.0,3,3.0
-69,53.0,3,3.0
-73,55.0,3,3.0
-68,56.0,3,3.0
-70,58.0,3,3.0
-69,59.0,3,3.0
-69,60.0,3,3.0
-65,62.0,3,3.0
-64,64.0,3,3.0
-71,66.0,3,3.0
-71,67.0,3,3.0
-69,69.0,3,3.0
-74,70.0,3,3.0
-68,71.0,3,3.0
-71,74.0,3,3.0
-68,75.0,3,3.0
-71,78.0,3,3.0
-68,80.0,3,3.0
-72,81.0,3,3.0
-72,83.0,3,3.0
-70,85.0,3,3.0
-68,88.0,3,3.0
-71,90.0,3,3.0
-71,91.0,3,3.0
-68,92.0,3,3.0
-71,94.0,3,3.0
-69,95.0,3,3.0
-71,97.0,3,3.0
-68,99.0,3,3.0
-67,100.0,3,3.0
-70,102.0,3,3.0
-68,103.0,3,3.0
-68,105.0,3,3.0
-67,106.0,3,3.0
-67,108.0,3,3.0
-67,110.0,3,3.0
-68,111.0,3,3.0
-68,112.0,3,3.0
-68,114.0,3,3.0
-68,115.0,3,3.0
-68,117.0,3,3.0
-71,118.0,3,3.0
-67,120.0,3,3.0
