"_id","_index","_score","_type","acceleration","batteryPercentage","cyclicCount","instanceId","nearest","timestamp"
"1628454658562-00003afc","diract-proximity",,"_doc","['-1','-0.062','-0.25']",78,1,"00003afc","[]","Aug 8, 2021 @ 16:30:57"
"1628454655810-00003afc","diract-proximity",,"_doc","['-0.937','-0.062','-0.375']",78,7,"00003afc","[]","Aug 8, 2021 @ 16:30:54"
"1628454654604-00003afc","diract-proximity",,"_doc","['-0.937','0.125','-0.437']",78,6,"00003afc","[]","Aug 8, 2021 @ 16:30:53"
"1628454653092-00003afc","diract-proximity",,"_doc","['-0.937','0.063','-0.437']",78,5,"00003afc","[]","Aug 8, 2021 @ 16:30:52"
"1628454651718-00003afc","diract-proximity",,"_doc","['-0.937','0.063','-0.437']",78,4,"00003afc","[]","Aug 8, 2021 @ 16:30:50"
"1628454650482-00003afc","diract-proximity",,"_doc","['-0.937','0.063','-0.375']",78,3,"00003afc","[]","Aug 8, 2021 @ 16:30:49"
"1628454648993-00003afc","diract-proximity",,"_doc","['-0.937','0','-0.375']",78,2,"00003afc","[]","Aug 8, 2021 @ 16:30:47"
"1628454647618-00003afc","diract-proximity",,"_doc","['-1','0.063','-0.375']",78,1,"00003afc","[]","Aug 8, 2021 @ 16:30:46"
"1628454645978-00003afc","diract-proximity",,"_doc","['-1.187','-0.125','-0.187']",78,0,"00003afc","[]","Aug 8, 2021 @ 16:30:44"
"1628454644457-00003afc","diract-proximity",,"_doc","['-1.125','-0.062','-0.25']",78,7,"00003afc","[]","Aug 8, 2021 @ 16:30:43"
"1628454643097-00003afc","diract-proximity",,"_doc","['-1.062','-0.062','-0.312']",78,6,"00003afc","[]","Aug 8, 2021 @ 16:30:42"
"1628454641732-00003afc","diract-proximity",,"_doc","['-1','-0.062','-0.25']",78,4,"00003afc","[]","Aug 8, 2021 @ 16:30:40"
"1628454640039-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,3,"00003afc","[]","Aug 8, 2021 @ 16:30:39"
"1628454638195-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.187']",78,2,"00003afc","[{'instanceId':'00000059','rssi':-69}]","Aug 8, 2021 @ 16:30:37"
"1628454636760-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,1,"00003afc","[]","Aug 8, 2021 @ 16:30:35"
"1628454635294-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,0,"00003afc","[]","Aug 8, 2021 @ 16:30:34"
"1628454633919-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,7,"00003afc","[]","Aug 8, 2021 @ 16:30:32"
"1628454632577-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,6,"00003afc","[]","Aug 8, 2021 @ 16:30:31"
"1628454631193-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,5,"00003afc","[]","Aug 8, 2021 @ 16:30:30"
"1628454629810-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,4,"00003afc","[]","Aug 8, 2021 @ 16:30:28"
"1628454628446-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,3,"00003afc","[{'instanceId':'0000004d','rssi':-75}]","Aug 8, 2021 @ 16:30:27"
"1628454627136-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.187']",78,2,"00003afc","[]","Aug 8, 2021 @ 16:30:26"
"1628454625713-00003afc","diract-proximity",,"_doc","['-1','-0.062','-0.25']",78,1,"00003afc","[]","Aug 8, 2021 @ 16:30:24"
"1628454624329-00003afc","diract-proximity",,"_doc","['-1','0','-0.25']",78,0,"00003afc","[]","Aug 8, 2021 @ 16:30:23"
"1628454622966-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.187']",78,7,"00003afc","[{'instanceId':'00000059','rssi':-72}]","Aug 8, 2021 @ 16:30:21"
"1628454621595-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,6,"00003afc","[]","Aug 8, 2021 @ 16:30:20"
"1628454620378-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,5,"00003afc","[]","Aug 8, 2021 @ 16:30:19"
"1628454618945-00003afc","diract-proximity",,"_doc","['-0.937','-0.062','-0.312']",78,4,"00003afc","[]","Aug 8, 2021 @ 16:30:17"
"1628454617509-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,3,"00003afc","[]","Aug 8, 2021 @ 16:30:16"
"1628454616108-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.25']",78,3,"00003afc","[]","Aug 8, 2021 @ 16:30:15"
"1628454614745-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.187']",78,0,"00003afc","[{'instanceId':'0000004d','rssi':-73}]","Aug 8, 2021 @ 16:30:13"
"1628454612018-00003afc","diract-proximity",,"_doc","['-1','-0.187','-0.187']",78,7,"00003afc","[]","Aug 8, 2021 @ 16:30:11"
"1628454610750-00003afc","diract-proximity",,"_doc","['-1','-0.187','-0.187']",78,6,"00003afc","[]","Aug 8, 2021 @ 16:30:09"
"1628454609317-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.125']",78,5,"00003afc","[]","Aug 8, 2021 @ 16:30:08"
"1628454607889-00003afc","diract-proximity",,"_doc","['-1','-0.187','-0.187']",78,4,"00003afc","[]","Aug 8, 2021 @ 16:30:06"
"1628454606654-00003afc","diract-proximity",,"_doc","['-1','-0.187','-0.187']",78,3,"00003afc","[]","Aug 8, 2021 @ 16:30:05"
"1628454605166-00003afc","diract-proximity",,"_doc","['-1','-0.187','-0.062']",78,2,"00003afc","[]","Aug 8, 2021 @ 16:30:04"
"1628454603792-00003afc","diract-proximity",,"_doc","['-1','-0.187','-0.062']",78,2,"00003afc","[]","Aug 8, 2021 @ 16:30:02"
"1628454602434-00003afc","diract-proximity",,"_doc","['-1.062','-0.062','0.063']",78,0,"00003afc","[]","Aug 8, 2021 @ 16:30:01"
"1628454601226-00003afc","diract-proximity",,"_doc","['-1','-0.062','-0.062']",78,7,"00003afc","[]","Aug 8, 2021 @ 16:30:00"
"1628454599680-00003afc","diract-proximity",,"_doc","['-1','-0.187','-0.125']",78,6,"00003afc","[]","Aug 8, 2021 @ 16:29:58"
"1628454598463-00003afc","diract-proximity",,"_doc","['-1','-0.062','-0.125']",78,5,"00003afc","[]","Aug 8, 2021 @ 16:29:57"
"1628454597031-00003afc","diract-proximity",,"_doc","['-1','-0.062','-0.125']",78,5,"00003afc","[]","Aug 8, 2021 @ 16:29:56"
"1628454595599-00003afc","diract-proximity",,"_doc","['-1.062','-0.25','0']",78,3,"00003afc","[]","Aug 8, 2021 @ 16:29:54"
"1628454592478-00003afc","diract-proximity",,"_doc","['-1','-0.125','-0.125']",78,1,"00003afc","[]","Aug 8, 2021 @ 16:29:51"
"1628454591099-00003afc","diract-proximity",,"_doc","['-1','0.063','-0.25']",78,0,"00003afc","[]","Aug 8, 2021 @ 16:29:50"
"1628454588367-00003afc","diract-proximity",,"_doc","['-1','0','-0.187']",78,6,"00003afc","[]","Aug 8, 2021 @ 16:29:47"
"1628454586991-00003afc","diract-proximity",,"_doc","['-1','0.063','-0.125']",78,5,"00003afc","[]","Aug 8, 2021 @ 16:29:45"
"1628454585766-00003afc","diract-proximity",,"_doc","['-1','0','-0.187']",78,4,"00003afc","[]","Aug 8, 2021 @ 16:29:44"
